Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
4281,male,group C,master's degree,free/reduced,none,46,75,52,yes,4,4,1,75,teacher,health,other,mother,2,3
4282,female,group A,master's degree,standard,none,56,85,63,yes,1,5,5,45,teacher,teacher,course,other,2,3
4283,male,group D,bachelor's degree,standard,none,54,85,49,no,4,1,2,44,teacher,other,other,mother,2,2
4284,male,group C,master's degree,free/reduced,none,45,85,47,yes,3,4,3,44,other,at_home,reputation,other,2,1
4285,female,group A,bachelor's degree,standard,none,68,69,67,no,4,1,2,18,other,services,course,other,3,3
4286,female,group C,some college,free/reduced,none,48,78,49,no,2,1,1,40,health,teacher,home,mother,3,3
4287,female,group E,some college,free/reduced,none,62,70,40,no,2,5,4,16,services,health,course,other,2,1
4288,male,group C,bachelor's degree,free/reduced,none,68,77,69,no,4,4,4,19,other,at_home,reputation,mother,3,3
4289,female,group E,bachelor's degree,standard,none,63,76,43,yes,4,5,1,30,services,teacher,other,other,2,3
4290,male,group C,master's degree,free/reduced,yes,60,73,54,no,5,5,4,49,other,services,reputation,father,1,2
4291,female,group A,some college,standard,yes,44,71,51,yes,5,1,1,19,other,health,reputation,mother,4,1
4292,male,group A,high school,standard,yes,40,82,68,yes,1,2,4,29,services,other,home,other,2,2
4293,female,group D,master's degree,free/reduced,yes,60,84,55,yes,5,4,3,71,at_home,health,home,mother,2,2
4294,male,group B,master's degree,standard,none,66,84,42,no,1,1,2,49,teacher,other,course,mother,4,1
4295,male,group C,high school,standard,none,67,69,51,yes,5,5,2,66,health,teacher,course,mother,2,4
4296,female,group A,master's degree,standard,yes,68,71,70,yes,5,5,4,10,at_home,teacher,reputation,other,3,3
4297,female,group C,high school,free/reduced,none,40,79,64,yes,4,3,4,21,teacher,teacher,course,other,3,2
4298,male,group C,bachelor's degree,standard,none,47,68,46,no,1,2,4,5,teacher,at_home,home,father,1,4
4299,male,group D,some college,free/reduced,yes,57,73,47,no,3,1,3,37,teacher,services,home,mother,3,1
4300,male,group C,bachelor's degree,standard,none,68,84,42,yes,3,3,5,40,health,teacher,reputation,mother,2,3
4301,female,group A,master's degree,standard,yes,62,82,65,yes,2,5,4,33,health,services,home,father,4,3
4302,male,group E,high school,free/reduced,none,49,82,61,yes,3,1,1,72,at_home,teacher,course,other,4,2
4303,female,group E,master's degree,standard,yes,46,73,43,yes,4,3,5,3,health,other,other,mother,2,2
4304,male,group A,some college,standard,yes,66,86,68,no,2,3,5,70,at_home,services,other,other,3,3
4305,female,group B,some high school,standard,none,58,75,41,no,1,3,4,47,services,other,course,other,1,3
4306,female,group A,high school,standard,none,61,87,70,no,2,1,5,72,health,health,home,father,4,4
4307,female,group C,high school,standard,yes,43,67,70,yes,3,4,4,72,health,teacher,home,father,4,1
4308,female,group D,some college,standard,none,60,69,66,no,3,5,2,49,at_home,at_home,other,mother,2,4
4309,male,group D,some high school,free/reduced,yes,61,75,54,yes,4,3,2,64,at_home,services,other,father,4,1
4310,female,group E,master's degree,free/reduced,none,46,68,64,no,1,1,1,65,teacher,other,other,mother,1,1
4311,male,group C,some college,standard,none,43,73,51,no,3,1,5,2,services,at_home,other,other,2,3
4312,female,group A,master's degree,standard,yes,53,77,43,no,4,1,5,3,health,teacher,reputation,mother,1,2
4313,female,group B,bachelor's degree,standard,yes,56,73,53,yes,2,4,5,53,other,services,other,other,3,4
4314,male,group D,high school,standard,none,50,81,52,yes,1,2,2,20,services,health,home,mother,2,2
4315,female,group E,some high school,free/reduced,none,53,76,50,yes,4,2,4,57,at_home,services,other,father,2,4
4316,male,group D,high school,free/reduced,none,57,86,67,yes,3,3,5,11,at_home,at_home,other,father,1,4
4317,female,group C,high school,free/reduced,yes,62,85,40,yes,3,1,5,16,at_home,services,other,other,1,3
4318,female,group C,some high school,standard,none,42,85,51,yes,2,1,5,0,other,at_home,reputation,father,3,3
4319,female,group B,some college,free/reduced,yes,55,86,40,no,2,2,1,68,services,teacher,other,mother,1,2
4320,female,group D,master's degree,free/reduced,yes,58,86,65,no,5,1,5,70,teacher,teacher,home,other,4,3
4321,female,group A,high school,standard,none,63,69,44,no,3,3,2,70,at_home,health,home,other,4,1
4322,female,group E,master's degree,standard,yes,61,68,65,yes,4,3,3,65,at_home,other,reputation,father,4,3
4323,female,group B,bachelor's degree,standard,yes,45,73,47,yes,4,2,5,25,health,at_home,course,other,3,2
4324,male,group B,some college,free/reduced,none,42,83,66,yes,1,3,1,25,health,teacher,reputation,father,2,1
4325,female,group D,some college,standard,yes,48,69,51,no,1,1,3,18,services,services,other,father,1,2
4326,male,group A,some high school,standard,yes,60,85,65,no,2,2,2,14,other,at_home,course,mother,1,4
4327,male,group D,bachelor's degree,free/reduced,none,70,70,62,no,1,3,3,17,services,services,course,other,1,2
4328,male,group A,bachelor's degree,standard,yes,46,77,56,yes,1,5,5,30,health,at_home,home,other,3,4
4329,male,group A,high school,free/reduced,none,40,77,43,no,3,2,3,65,services,services,reputation,mother,1,3
4330,male,group A,some college,free/reduced,none,55,67,62,yes,4,4,1,5,services,at_home,reputation,mother,4,1
4331,female,group D,some college,standard,yes,59,70,45,yes,1,5,5,70,at_home,health,home,mother,1,1
4332,female,group C,master's degree,standard,yes,56,85,48,no,1,4,1,6,health,at_home,home,mother,1,1
4333,female,group D,some college,standard,yes,54,81,41,no,2,4,3,49,teacher,other,home,mother,3,4
4334,female,group E,some college,standard,yes,51,89,46,yes,3,5,2,2,teacher,other,home,other,4,1
4335,female,group C,some college,free/reduced,yes,65,79,49,yes,4,4,1,66,services,other,other,father,4,3
4336,male,group B,some high school,standard,yes,55,78,45,yes,2,1,4,50,health,health,other,mother,2,2
4337,female,group B,master's degree,standard,yes,47,80,54,no,2,2,2,45,at_home,other,reputation,other,2,1
4338,female,group B,bachelor's degree,free/reduced,yes,48,84,43,no,2,5,3,27,services,at_home,course,father,4,3
4339,female,group A,master's degree,standard,yes,66,69,42,yes,1,1,2,41,teacher,health,course,other,4,3
4340,male,group A,bachelor's degree,free/reduced,none,61,74,47,yes,3,5,2,22,health,at_home,home,father,3,1
4341,male,group B,some college,free/reduced,none,62,85,58,yes,3,3,5,36,at_home,teacher,course,other,3,3
4342,female,group A,bachelor's degree,standard,none,51,75,55,yes,5,3,4,58,health,services,reputation,father,2,1
4343,female,group C,high school,free/reduced,yes,54,89,54,yes,3,1,4,39,teacher,other,other,other,4,2
4344,female,group D,high school,standard,yes,63,86,59,no,1,1,4,52,teacher,services,home,mother,4,1
4345,male,group C,some high school,free/reduced,yes,54,67,60,yes,3,3,1,64,other,at_home,course,other,1,1
4346,female,group D,high school,free/reduced,none,61,86,59,yes,5,5,4,72,other,services,other,mother,3,4
4347,male,group D,some high school,free/reduced,none,40,85,53,yes,4,4,5,46,health,health,other,father,3,1
4348,male,group D,master's degree,free/reduced,yes,58,74,47,yes,1,4,4,31,teacher,health,course,father,3,3
4349,male,group C,master's degree,free/reduced,none,47,82,46,yes,1,4,2,7,at_home,other,other,other,4,3
4350,male,group A,master's degree,standard,none,51,74,49,no,4,5,1,39,health,at_home,reputation,other,4,4
4351,female,group C,master's degree,free/reduced,yes,47,74,52,yes,1,1,3,34,health,teacher,course,other,2,1
4352,male,group E,some college,free/reduced,none,48,74,61,no,1,3,1,65,teacher,other,reputation,father,3,1
4353,female,group B,master's degree,free/reduced,yes,53,78,70,yes,4,4,4,47,teacher,at_home,home,mother,3,1
4354,female,group C,bachelor's degree,free/reduced,yes,41,74,66,no,3,1,1,64,health,at_home,home,other,3,3
4355,female,group E,some high school,free/reduced,yes,49,80,43,no,3,3,3,16,services,services,course,mother,4,2
4356,male,group B,some college,free/reduced,none,56,79,50,yes,3,5,4,69,other,health,home,mother,4,4
4357,female,group E,bachelor's degree,free/reduced,yes,56,87,59,yes,3,1,2,7,at_home,at_home,course,father,4,2
4358,male,group A,high school,free/reduced,yes,48,84,66,no,5,1,3,44,other,teacher,course,mother,4,1
4359,male,group A,bachelor's degree,free/reduced,none,40,70,62,yes,5,5,4,12,other,services,course,mother,2,1
4360,male,group D,some high school,standard,yes,46,71,55,yes,5,1,4,48,other,services,course,mother,3,3
4361,male,group E,master's degree,standard,none,47,81,42,no,3,3,2,51,other,teacher,other,other,3,4
4362,female,group B,bachelor's degree,standard,yes,55,81,45,yes,3,5,5,10,other,services,course,mother,1,3
4363,female,group C,some college,free/reduced,none,67,78,46,no,5,1,3,38,services,services,course,other,2,3
4364,female,group D,high school,free/reduced,yes,44,73,60,no,2,4,5,53,services,health,other,other,4,2
4365,female,group C,master's degree,free/reduced,yes,59,88,47,yes,4,2,3,49,teacher,health,other,mother,2,4
4366,female,group D,high school,free/reduced,yes,69,68,56,no,4,3,3,58,at_home,teacher,other,father,2,1
4367,male,group B,master's degree,standard,yes,53,81,40,yes,4,5,5,49,health,teacher,course,other,3,3
4368,female,group A,some college,free/reduced,yes,61,88,44,no,4,4,2,70,teacher,health,home,mother,2,3
4369,male,group E,some college,free/reduced,none,60,77,47,no,4,1,3,55,at_home,at_home,reputation,other,2,2
4370,female,group D,some high school,free/reduced,none,40,74,70,yes,5,1,3,59,at_home,health,course,mother,3,3
4371,male,group B,some high school,standard,yes,63,72,65,no,4,2,3,26,at_home,other,other,mother,2,2
4372,female,group C,high school,free/reduced,none,63,84,64,no,1,4,4,23,at_home,teacher,other,father,2,2
4373,male,group D,master's degree,free/reduced,none,54,83,43,yes,2,4,4,41,health,at_home,home,father,4,3
4374,female,group E,high school,free/reduced,yes,67,89,68,no,5,3,5,21,other,services,reputation,mother,2,3
4375,male,group A,bachelor's degree,free/reduced,yes,43,84,45,yes,1,4,5,33,services,services,course,father,4,3
4376,female,group E,some college,standard,yes,53,86,55,yes,3,5,4,51,health,at_home,home,other,1,1
4377,male,group D,some college,free/reduced,none,68,80,50,no,5,3,2,29,teacher,other,home,other,3,4
4378,male,group B,high school,free/reduced,yes,44,70,51,yes,1,5,5,43,at_home,at_home,other,father,3,4
4379,male,group B,some college,standard,none,60,84,62,yes,2,5,3,1,at_home,at_home,home,other,4,1
4380,male,group E,bachelor's degree,free/reduced,yes,50,70,50,yes,2,4,1,61,teacher,health,reputation,father,1,1
4381,female,group E,some high school,standard,none,69,70,52,no,4,2,4,43,teacher,services,course,mother,2,3
4382,female,group E,bachelor's degree,standard,none,48,80,58,yes,4,2,4,25,teacher,services,reputation,father,4,4
4383,female,group B,some high school,free/reduced,yes,46,76,45,no,1,5,4,8,health,at_home,home,father,2,1
4384,male,group E,some college,standard,yes,45,85,45,yes,1,1,1,6,other,at_home,course,mother,3,1
4385,male,group E,bachelor's degree,standard,none,42,86,56,yes,4,3,5,7,health,other,reputation,other,3,4
4386,female,group E,some high school,free/reduced,yes,60,81,58,no,4,5,2,40,services,health,reputation,mother,2,2
4387,female,group D,bachelor's degree,standard,none,41,86,53,yes,4,2,3,50,other,services,course,father,1,4
4388,female,group D,high school,standard,yes,46,89,41,yes,2,5,1,71,other,at_home,reputation,mother,4,2
4389,female,group D,master's degree,free/reduced,yes,70,78,65,yes,5,5,1,62,teacher,services,course,father,4,4
4390,female,group A,master's degree,free/reduced,yes,60,84,56,yes,2,2,4,16,at_home,health,course,father,4,4
4391,male,group B,bachelor's degree,standard,yes,67,78,54,no,1,2,4,13,health,health,course,other,3,3
4392,male,group B,master's degree,standard,none,57,69,64,no,3,5,4,6,teacher,teacher,other,other,4,3
4393,male,group B,some high school,standard,yes,60,71,54,no,2,1,4,58,services,other,course,father,3,1
4394,male,group E,high school,free/reduced,yes,52,75,58,yes,2,5,1,3,services,at_home,reputation,father,2,4
4395,male,group C,some college,free/reduced,yes,44,68,54,yes,4,3,1,30,teacher,teacher,home,father,3,3
4396,male,group E,bachelor's degree,free/reduced,yes,51,84,64,yes,4,5,4,4,at_home,other,course,mother,4,1
4397,male,group D,bachelor's degree,standard,none,48,81,41,yes,4,5,3,25,teacher,teacher,reputation,other,3,4
4398,female,group E,some college,free/reduced,yes,54,75,40,no,1,3,1,37,other,services,home,other,1,4
4399,male,group D,some college,standard,none,42,69,52,no,2,2,5,25,other,other,reputation,other,2,2
4400,female,group B,high school,standard,yes,67,71,56,yes,2,5,3,18,at_home,at_home,home,other,4,3
4401,female,group B,some high school,standard,yes,70,80,53,no,1,3,4,70,services,health,other,father,2,1
4402,male,group B,bachelor's degree,standard,none,44,78,58,no,2,4,2,66,at_home,at_home,course,father,3,4
4403,female,group B,some college,standard,none,69,75,41,no,2,2,2,31,health,health,course,father,1,4
4404,female,group C,high school,standard,none,54,86,55,no,4,1,3,27,other,health,other,other,2,2
4405,female,group B,master's degree,free/reduced,yes,56,72,62,yes,1,5,5,63,at_home,other,course,other,3,3
4406,male,group B,master's degree,standard,yes,42,89,78,yes,4,4,5,63,teacher,health,home,father,1,2
4407,male,group A,bachelor's degree,standard,none,69,83,76,yes,1,5,2,66,at_home,other,course,father,3,1
4408,female,group B,high school,standard,yes,51,70,56,no,1,3,1,23,health,health,course,father,2,1
4409,male,group A,some high school,free/reduced,yes,51,87,64,yes,1,4,1,35,services,teacher,other,father,4,1
4410,female,group D,master's degree,free/reduced,none,47,74,60,yes,4,4,5,63,other,health,course,father,1,2
4411,female,group A,master's degree,standard,yes,61,89,79,yes,1,5,3,66,teacher,health,reputation,other,4,1
4412,female,group A,bachelor's degree,standard,yes,59,75,63,yes,5,3,1,42,at_home,at_home,reputation,father,4,3
4413,female,group C,some college,standard,none,49,71,80,yes,3,2,1,12,teacher,health,home,mother,3,3
4414,female,group A,master's degree,free/reduced,yes,43,84,79,no,1,3,2,6,services,services,other,father,1,3
4415,male,group A,high school,free/reduced,yes,66,73,72,yes,1,3,3,43,teacher,services,home,other,3,4
4416,female,group A,some college,standard,yes,45,78,68,yes,4,5,2,9,at_home,health,home,mother,3,4
4417,male,group B,bachelor's degree,standard,yes,45,81,50,no,4,2,1,14,health,other,reputation,mother,4,1
4418,male,group C,some college,standard,yes,47,85,51,no,1,4,3,70,teacher,teacher,course,father,2,1
4419,male,group A,high school,standard,none,69,75,79,yes,1,2,3,24,teacher,other,reputation,other,3,4
4420,male,group A,bachelor's degree,free/reduced,yes,40,73,58,no,3,5,2,17,services,health,home,other,1,4
4421,female,group B,master's degree,free/reduced,none,51,74,59,no,2,5,4,35,teacher,teacher,course,father,2,1
4422,male,group E,some high school,standard,none,58,82,53,yes,4,4,5,32,other,health,course,mother,1,2
4423,male,group A,some college,free/reduced,none,48,88,51,yes,1,5,2,35,at_home,health,other,father,2,2
4424,male,group B,some college,standard,none,40,82,78,no,2,4,2,28,teacher,services,home,father,3,3
4425,male,group B,some high school,free/reduced,none,47,74,53,no,5,5,2,50,at_home,services,course,mother,2,2
4426,female,group A,master's degree,standard,none,41,74,79,no,3,5,4,31,teacher,at_home,other,mother,4,1
4427,female,group B,some college,free/reduced,yes,64,81,72,no,5,3,1,44,health,other,course,father,3,4
4428,male,group B,high school,free/reduced,yes,51,86,54,yes,4,5,4,25,at_home,health,course,other,4,3
4429,female,group E,some high school,standard,yes,52,86,62,no,2,2,3,42,at_home,teacher,other,mother,1,1
4430,male,group E,high school,standard,none,52,68,76,no,4,1,1,73,health,other,home,other,1,1
4431,male,group C,some college,free/reduced,yes,64,68,55,no,5,5,1,44,teacher,health,other,other,2,4
4432,male,group C,some college,standard,none,63,86,70,yes,5,1,5,38,teacher,services,course,other,4,2
4433,female,group D,master's degree,free/reduced,none,70,68,69,no,2,3,5,17,health,at_home,home,father,3,3
4434,female,group D,bachelor's degree,standard,yes,69,72,72,yes,5,4,2,24,health,health,reputation,father,3,3
